Title,Price_EUR_per_month,Neighbourhood,Person,Number_of_rooms,Square_meters,Exterior_interior,Floor,Lift,Garage
Alquiler de Estudio en L'Antiga Esquerra de l'Eixample,2200.0,"Eixample, Barcelona",Profesional,,53.0,exterior,1.0,1.0,
"Alquiler de Piso en calle de Mallorca, 510",2300.0,"La Sagrada Família, Barcelona",Profesional,4.0,129.0,exterior,2.0,1.0,
"Alquiler de Ático en diputacion, 279",2500.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,110.0,exterior,8.0,1.0,Garage included
"Alquiler de Piso en calle de Provença, 224",1800.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,2.0,48.0,exterior,4.0,1.0,
"Alquiler de Piso en Rocafort, 149",1390.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,1.0,45.0,exterior,4.0,1.0,
"Alquiler de Piso en Castillejos, 277",1500.0,"La Sagrada Família, Barcelona",Profesional,1.0,60.0,exterior,Bajo,1.0,
Alquiler de Piso en La Dreta de l'Eixample,2500.0,"Eixample, Barcelona",Profesional,2.0,95.0,exterior,4.0,1.0,
Alquiler de Piso en calle del Rosselló,3110.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,157.0,exterior,2.0,1.0,
Alquiler de Piso en Passatge del Mercat,2800.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,90.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Muntaner,1600.0,"Sant Antoni, Barcelona",Profesional,1.0,56.0,exterior,Bajo,1.0,
Alquiler de Piso en calle del Rosselló,1600.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,2.0,50.0,,3.0,1.0,
Alquiler de Piso en L'Antiga Esquerra de l'Eixample,2100.0,"Eixample, Barcelona",Profesional,2.0,75.0,exterior,4.0,1.0,
Alquiler de Piso en calle de Girona,2100.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,80.0,exterior,1.0,1.0,
Alquiler de Piso en avenida Diagonal,3000.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,97.0,exterior,4.0,1.0,
Alquiler de Piso en La Dreta de l'Eixample,3300.0,"Eixample, Barcelona",Profesional,3.0,102.0,exterior,3.0,1.0,
Alquiler de Piso en La Dreta de l'Eixample,2500.0,"Eixample, Barcelona",Profesional,2.0,78.0,exterior,5.0,1.0,
Alquiler de Piso en calle de Muntaner,1600.0,"Sant Antoni, Barcelona",Profesional,1.0,56.0,exterior,Bajo,1.0,
Alquiler de Piso en Passatge del Mercat,2700.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,90.0,exterior,2.0,1.0,
Alquiler de Piso en Passatge del Mercat,2800.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,90.0,exterior,3.0,1.0,
Alquiler de Piso en paseo de Gràcia,9500.0,"La Dreta de l'Eixample, Barcelona",Profesional,5.0,234.0,exterior,5.0,1.0,
Alquiler de Ático en calle del Consell de Cent,3300.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,,123.0,exterior,5.0,1.0,
Alquiler de Piso en calle de Sardenya,2600.0,"La Sagrada Família, Barcelona",Profesional,3.0,125.0,interior,2.0,1.0,Garage optional
Alquiler de Piso en calle d'Aragó,2700.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,2.0,103.0,exterior,Entreplanta,1.0,
Alquiler de Piso en calle d'Alí Bei,3500.0,"El Fort Pienc, Barcelona",Profesional,3.0,85.0,exterior,Entreplanta,1.0,
Alquiler de Piso en calle de Girona,1700.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,48.0,exterior,4.0,1.0,
Alquiler de Piso en calle de Girona,2100.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,68.0,exterior,1.0,1.0,
Alquiler de Piso en Passatge de la Concepció,3500.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,100.0,exterior,4.0,1.0,
Alquiler de Piso en calle de valencia,4990.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,90.0,exterior,4.0,1.0,
Alquiler de Piso en calle de Roger de Llúria,9000.0,"La Dreta de l'Eixample, Barcelona",Profesional,4.0,200.0,exterior,3.0,1.0,Garage included
Alquiler de Piso en rambla de Catalunya,4990.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,165.0,exterior,1.0,1.0,
Alquiler de Piso en Gran Via de les Corts Catalanes,2750.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,100.0,exterior,5.0,1.0,Garage included
Alquiler de Piso en rambla de Catalunya,2995.0,"La Dreta de l'Eixample, Barcelona",Profesional,1.0,66.0,exterior,1.0,1.0,
Alquiler de Piso en calle de la Diputació,3650.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,3.0,90.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Mallorca,2000.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,2.0,103.0,exterior,4.0,1.0,
Alquiler de Ático en Gran Via de les Corts Catalanes,2600.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,2.0,110.0,exterior,9.0,1.0,
Alquiler de Piso en El Fort Pienc,2300.0,"Eixample, Barcelona",Profesional,2.0,75.0,exterior,4.0,1.0,
Alquiler de Piso en calle de ribes,1890.0,"El Fort Pienc, Barcelona",Profesional,2.0,60.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Bailèn,2000.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,70.0,,6.0,1.0,
Alquiler de Piso en La Dreta de l'Eixample,2600.0,"Eixample, Barcelona",Profesional,2.0,75.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Villarroel,1650.0,"Sant Antoni, Barcelona",Profesional,1.0,40.0,exterior,1.0,1.0,
"Alquiler de Piso en via Gran, 694",3200.0,"La Dreta de l'Eixample, Barcelona",Profesional,4.0,210.0,exterior,1.0,1.0,
Alquiler de Ático en calle de Manso,1600.0,"Sant Antoni, Barcelona",Profesional,1.0,46.0,exterior,6.0,1.0,
Alquiler de Piso en calle del Rosselló,2000.0,"La Sagrada Família, Barcelona",Profesional,1.0,96.0,exterior,,1.0,
"Alquiler de Piso en Gran Via de les Corts Catalanes, 490",3250.0,"Sant Antoni, Barcelona",Profesional,4.0,118.0,interior,6.0,1.0,
Alquiler de Ático en calle de la Diputació,2200.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,60.0,exterior,8.0,1.0,
Alquiler de Piso en calle de Villarroel,1750.0,"Sant Antoni, Barcelona",Profesional,1.0,48.0,exterior,Entreplanta,1.0,
Alquiler de Piso en calle del Comte d'Urgell,1750.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,2.0,85.0,interior,4.0,1.0,
Alquiler de Piso en calle de Villarroel,1950.0,"Sant Antoni, Barcelona",Profesional,2.0,57.0,exterior,4.0,1.0,
Alquiler de Piso en calle d'Aragó,1650.0,"La Sagrada Família, Barcelona",Profesional,4.0,79.0,exterior,3.0,1.0,
Alquiler de Ático en La Nova Esquerra de l'Eixample,1800.0,"Eixample, Barcelona",Profesional,2.0,75.0,exterior,9.0,1.0,
"Alquiler de Piso en Gran Via de les Corts Catalanes, 694",4200.0,"La Dreta de l'Eixample, Barcelona",Profesional,5.0,180.0,exterior,3.0,1.0,
"Alquiler de Piso en Gran Via de les Corts Catalanes, 680",3500.0,"La Dreta de l'Eixample, Barcelona",Profesional,4.0,180.0,exterior,2.0,1.0,
Alquiler de Piso en calle d'Aribau,2700.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,2.0,85.0,exterior,4.0,1.0,
"Alquiler de Piso en plaza Square Gran Via de les Corts Catalanes, 647",3500.0,"La Dreta de l'Eixample, Barcelona",Profesional,5.0,200.0,exterior,1.0,1.0,
"Alquiler de Piso en calle de Casp, 80",3850.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,120.0,exterior,2.0,1.0,
Alquiler de Piso en calle d'Ausiàs Marc,12000.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,165.0,exterior,1.0,1.0,
Alquiler de Dúplex en paseo de Gracia,4200.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,180.0,exterior,5.0,1.0,
Alquiler de Piso en calle de Còrsega,2850.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,3.0,88.0,exterior,7.0,1.0,
"Alquiler de Piso en Gran Via de les Corts Catalanes, Barcelona",3800.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,135.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Còrsega,1500.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,2.0,83.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Tamarit,2500.0,"Sant Antoni, Barcelona",Profesional,2.0,127.0,exterior,1.0,1.0,
Alquiler de Piso en calle d'Alí Bei,1850.0,"La Dreta de l'Eixample, Barcelona",Profesional,1.0,60.0,,6.0,1.0,Garage included
Alquiler de Piso en calle de Provença,5000.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,120.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Casp,2800.0,"El Fort Pienc, Barcelona",Profesional,2.0,101.0,exterior,2.0,1.0,
Alquiler de Piso en paseo de Gràcia,9000.0,"La Dreta de l'Eixample, Barcelona",Profesional,4.0,220.0,exterior,4.0,1.0,
Alquiler de Piso en La Dreta de l'Eixample,3800.0,"Eixample, Barcelona",Profesional,4.0,110.0,exterior,3.0,1.0,
Alquiler de Piso en Gran Via de les Corts Catalanes,2990.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,93.0,exterior,3.0,1.0,
Alquiler de Piso en calle d'Ausiàs Marc,8000.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,128.0,exterior,1.0,1.0,
Alquiler de Piso en Gran Via de les Corts Catalanes,2900.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,93.0,exterior,4.0,1.0,
Alquiler de Ático en calle de Girona,12000.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,180.0,exterior,8.0,1.0,
Alquiler de Piso en calle d'Alí Bei,1850.0,"La Dreta de l'Eixample, Barcelona",Profesional,1.0,60.0,,6.0,1.0,Garage included
Alquiler de Ático en calle de Manso,1600.0,"Sant Antoni, Barcelona",Profesional,1.0,46.0,exterior,6.0,1.0,
Alquiler de Piso en calle del Rosselló,2000.0,"La Sagrada Família, Barcelona",Profesional,1.0,96.0,exterior,,1.0,
Alquiler de Piso en calle d'Ausiàs Marc,8000.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,128.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Villarroel,1650.0,"Sant Antoni, Barcelona",Profesional,1.0,40.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Tamarit,2500.0,"Sant Antoni, Barcelona",Profesional,2.0,127.0,exterior,1.0,1.0,
Alquiler de Dúplex en paseo de Gracia,4200.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,180.0,exterior,5.0,1.0,
Alquiler de Piso en calle de los Castillejos,1800.0,"La Sagrada Família, Barcelona",Profesional,4.0,77.0,interior,5.0,1.0,
Alquiler de Piso en calle d'Aribau,3000.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,3.0,80.0,,,,
"Alquiler de Piso en calle d'Entença, 08015 Barcelona, 25",1850.0,"Sant Antoni, Barcelona",Profesional,3.0,90.0,exterior,1.0,1.0,
Alquiler de Piso en calle Córcega,2650.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,3.0,102.0,exterior,7.0,1.0,Garage optional
Alquiler de Piso en calle de Casp,4500.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,140.0,interior,1.0,1.0,
Alquiler de Piso en calle Gran Via de les Corts Catalanes,3350.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,80.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Girona,1500.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,75.0,exterior,Entreplanta,1.0,
"Alquiler de Piso en Gran Via de les Corts Catalanes, 759",3250.0,"El Fort Pienc, Barcelona",Profesional,4.0,98.0,exterior,3.0,1.0,
"Alquiler de Piso en avenida Avenue Avenue del Paral·lel, 124",2900.0,"Sant Antoni, Barcelona",Profesional,4.0,125.0,exterior,3.0,0.0,
Alquiler de Piso en calle de Londres,5000.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,2.0,280.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Provença,2250.0,"La Dreta de l'Eixample, Barcelona",Profesional,7.0,214.0,exterior,1.0,1.0,
Alquiler de Piso en La Nova Esquerra de l'Eixample,2750.0,"Eixample, Barcelona",Profesional,2.0,97.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Villarroel,1750.0,"Sant Antoni, Barcelona",Profesional,2.0,49.0,exterior,3.0,1.0,
Alquiler de Piso en avenida Diagonal,2500.0,"La Sagrada Família, Barcelona",Profesional,3.0,90.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Lepant,2200.0,"La Sagrada Família, Barcelona",Profesional,4.0,100.0,exterior,7.0,1.0,Garage included
Alquiler de Piso en calle del Consejo de Ciento,7700.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,128.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Casp,3500.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,194.0,exterior,2.0,1.0,
Alquiler de Piso en plaza del Doctor Letamendi,1380.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,2.0,76.0,interior,3.0,1.0,
"Alquiler de Piso en Gran Via de les Corts Catalanes, 633",2800.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,96.0,exterior,6.0,1.0,Garage optional
Alquiler de Piso en calle del Consell de Cent,4350.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,59.0,exterior,2.0,1.0,
Alquiler de Piso en La Dreta de l'Eixample,5100.0,"Eixample, Barcelona",Profesional,2.0,70.0,exterior,1.0,0.0,Garage included
Alquiler de Dúplex en La Dreta de l'Eixample,6000.0,"Eixample, Barcelona",Profesional,2.0,80.0,exterior,4.0,0.0,Garage included
Alquiler de Piso en calle Viladomat,2100.0,"Sant Antoni, Barcelona",Profesional,4.0,90.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Consejo de Ciento,7700.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,128.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Consell de Cent,4550.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,63.0,exterior,2.0,1.0,
Alquiler de Piso en calle Viladomat,2100.0,"Sant Antoni, Barcelona",Profesional,4.0,90.0,exterior,1.0,1.0,
Alquiler de Dúplex en La Dreta de l'Eixample,6000.0,"Eixample, Barcelona",Profesional,2.0,80.0,exterior,4.0,0.0,Garage included
Alquiler de Piso en Sant Antoni,6000.0,"Eixample, Barcelona",Profesional,5.0,231.0,exterior,3.0,1.0,
Alquiler de Ático en Gran Via de les Corts Catalanes,5500.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,160.0,exterior,5.0,1.0,
Alquiler de Ático en La Dreta de l'Eixample,3500.0,"Eixample, Barcelona",Profesional,1.0,40.0,,,1.0,
Alquiler de Piso en Gran Via de les Corts Catalanes,2900.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,100.0,exterior,5.0,1.0,
"Alquiler de Piso en calle d'Alí Bei, 29",2700.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,160.0,interior,1.0,1.0,
"Alquiler de Piso en calle de Provença, 533",1300.0,"La Sagrada Família, Barcelona",Profesional,1.0,50.0,exterior,5.0,1.0,
Alquiler de Piso en Gran Via de les Corts Catalanes,2400.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,80.0,exterior,5.0,1.0,
Alquiler de Piso en calle de Sepúlveda,1250.0,"Sant Antoni, Barcelona",Profesional,1.0,70.0,exterior,1.0,0.0,
Alquiler de Piso en La Dreta de l'Eixample,6000.0,"Eixample, Barcelona",Profesional,2.0,100.0,,3.0,0.0,
Alquiler de Piso en calle de Viladomat,2800.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,3.0,118.0,exterior,Entreplanta,1.0,
Alquiler de Piso en L'Antiga Esquerra de l'Eixample,2800.0,"Eixample, Barcelona",Profesional,2.0,90.0,,,1.0,
"Alquiler de Piso en calle de Sepúlveda, 107",2130.0,"Sant Antoni, Barcelona",Profesional,2.0,61.0,exterior,Entreplanta,0.0,
Alquiler de Piso en Industria,1500.0,"La Sagrada Família, Barcelona",Profesional,1.0,39.0,exterior,Entreplanta,1.0,
Alquiler de Piso en La Dreta de l'Eixample,6000.0,"Eixample, Barcelona",Profesional,3.0,180.0,,,1.0,
"Alquiler de Ático en calle de Sepúlveda, 107",1760.0,"Sant Antoni, Barcelona",Profesional,1.0,51.0,exterior,5.0,0.0,
Alquiler de Piso en rambla de Cataluña,3500.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,90.0,interior,3.0,1.0,
Alquiler de Ático en calle Casp,4700.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,130.0,interior,5.0,1.0,
"Alquiler de Piso en ronda de Sant Pere, 38",9900.0,"La Dreta de l'Eixample, Barcelona",Profesional,4.0,358.0,exterior,2.0,1.0,
Alquiler de Piso en calle de València,2000.0,"La Dreta de l'Eixample, Barcelona",Profesional,1.0,65.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Muntaner,2195.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,3.0,115.0,interior,1.0,1.0,
Alquiler de Piso en La Dreta de l'Eixample,4200.0,"Eixample, Barcelona",Profesional,3.0,260.0,exterior,4.0,1.0,
Alquiler de Ático en calle de Girona,1650.0,"La Dreta de l'Eixample, Barcelona",Profesional,1.0,57.0,exterior,7.0,1.0,
Alquiler de Piso en paseo de Sant Joan,3500.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,110.0,exterior,7.0,1.0,
Alquiler de Piso en La Nova Esquerra de l'Eixample,2600.0,"Eixample, Barcelona",Profesional,2.0,75.0,exterior,5.0,1.0,
Alquiler de Piso en avenida de Gaudí,1500.0,"La Sagrada Família, Barcelona",Profesional,2.0,60.0,exterior,9.0,1.0,
Alquiler de Piso en La Dreta de l'Eixample,2650.0,"Eixample, Barcelona",Profesional,2.0,75.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Sepúlveda,1543.0,"Sant Antoni, Barcelona",Profesional,5.0,119.0,exterior,4.0,1.0,
Alquiler de Piso en calle d'Aragó,2050.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,120.0,exterior,7.0,1.0,
Alquiler de Piso en paseo de Gràcia,3620.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,136.0,exterior,2.0,1.0,Garage included
Alquiler de Ático en eixample izquierdo,2750.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,4.0,135.0,exterior,6.0,1.0,
Alquiler de Piso en paseo de Sant Joan,3900.0,"El Fort Pienc, Barcelona",Profesional,1.0,60.0,exterior,3.0,1.0,
"Alquiler de Piso en calle de la Marina, 185",2500.0,"El Fort Pienc, Barcelona",Profesional,2.0,85.0,exterior,4.0,1.0,
Alquiler de Ático en c/Paris,2000.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,2.0,70.0,exterior,6.0,1.0,
Alquiler de Piso en paseo de Sant Joan,5850.0,"El Fort Pienc, Barcelona",Profesional,2.0,80.0,exterior,3.0,1.0,
"Alquiler de Piso en paseo de Gràcia, 18",2900.0,"La Dreta de l'Eixample, Barcelona",Profesional,1.0,100.0,exterior,5.0,1.0,
"Alquiler de Piso en calle de Nàpols, 200",2500.0,"El Fort Pienc, Barcelona",Profesional,2.0,65.0,interior,1.0,1.0,Garage included
Alquiler de Piso en El Fort Pienc,1750.0,"Eixample, Barcelona",Profesional,2.0,65.0,exterior,4.0,1.0,
Alquiler de Piso en La Dreta de l'Eixample,3500.0,"Eixample, Barcelona",Profesional,3.0,149.0,exterior,2.0,1.0,Garage included
Alquiler de Piso en calle de Provença,5000.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,105.0,exterior,3.0,1.0,
Alquiler de Piso en paseo de gracia,5000.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,180.0,exterior,4.0,1.0,
Alquiler de Piso en La Dreta de l'Eixample,2650.0,"Eixample, Barcelona",Profesional,2.0,75.0,exterior,1.0,1.0,
Alquiler de Piso en calle de la Diputació,5500.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,2.0,200.0,exterior,Bajo,0.0,
Alquiler de Piso en calle de la Diputació,5500.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,2.0,200.0,exterior,Bajo,0.0,
Alquiler de Piso en calle de Casp,3500.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,194.0,exterior,1.0,1.0,
Alquiler de Piso en Muntaner,2700.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,3.0,95.0,exterior,2.0,1.0,
Alquiler de Piso en calle del Consell de Cent,3200.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,100.0,exterior,4.0,1.0,
Alquiler de Piso en calle del Consell de Cent,2600.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,69.0,exterior,4.0,1.0,
Alquiler de Piso en Diputacio,4000.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,3.0,90.0,exterior,4.0,1.0,
Alquiler de Piso en calle del Consell de Cent,3500.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,96.0,exterior,3.0,1.0,
Alquiler de Piso en calle del Comte d'Urgell,2100.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,3.0,97.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Sepúlveda,1600.0,"Sant Antoni, Barcelona",Profesional,2.0,50.0,exterior,1.0,1.0,
Alquiler de Piso en calle Casanova,1600.0,"Sant Antoni, Barcelona",Profesional,1.0,86.0,exterior,3.0,1.0,
Alquiler de Piso en calle d'Aragó,2800.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,90.0,exterior,3.0,1.0,
Alquiler de Piso en paseo de Sant Joan,2650.0,"El Fort Pienc, Barcelona",Profesional,3.0,120.0,interior,3.0,1.0,
Alquiler de Dúplex en calle del Comte d'Urgell,5000.0,"L'Antiga Esquerra de l'Eixample, Barcelona",Profesional,3.0,115.0,exterior,4.0,1.0,
Alquiler de Piso en calle de Padilla,2500.0,"La Sagrada Família, Barcelona",Profesional,2.0,110.0,interior,4.0,1.0,
Alquiler de Piso en calle de Sepúlveda,1600.0,"Sant Antoni, Barcelona",Profesional,2.0,50.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Rosselló,2600.0,"La Dreta de l'Eixample, Barcelona",Profesional,3.0,89.0,exterior,3.0,1.0,
Alquiler de Piso en La Nova Esquerra de l'Eixample,2450.0,"Eixample, Barcelona",Profesional,1.0,50.0,interior,2.0,1.0,
Alquiler de Piso en avenida de Roma,1150.0,"La Nova Esquerra de l'Eixample, Barcelona",Profesional,1.0,63.0,exterior,4.0,1.0,
Alquiler de Piso en La Dreta de l'Eixample,3650.0,"Eixample, Barcelona",Profesional,3.0,117.0,exterior,5.0,1.0,Garage optional
Alquiler de Piso en rambla de Catalunya,3500.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,90.0,exterior,4.0,1.0,
Alquiler de Piso en La Dreta de l'Eixample,2250.0,"Eixample, Barcelona",Profesional,1.0,61.0,exterior,5.0,1.0,
Alquiler de Piso en La Dreta de l'Eixample,2150.0,"Eixample, Barcelona",Profesional,1.0,61.0,exterior,2.0,1.0,
Alquiler de Piso en La Dreta de l'Eixample,2628.0,"Eixample, Barcelona",Profesional,2.0,70.0,interior,2.0,1.0,
Alquiler de Piso en calle de Casp,2300.0,"La Dreta de l'Eixample, Barcelona",Profesional,2.0,86.0,exterior,6.0,1.0,
